Transaction_ID,Year,State,Customer_ID,Customer_Type,Age_Group,Category,Product_ID,Quantity,Base_Price,Discount_Percentage,Payment_Method,BlackFriday_Week_Phase,Gender,Loyalty_Score,Final_Price
7603,2015,PA,76668,New,36-45,Toys,6797,2,1876.0,54.0,Debit,Weekend Sale,Male,82,862.96
7604,2015,KY,61628,Prime,36-45,Beauty,5257,4,449.0,24.0,BNPL,Weekend Sale,Male,61,341.24
7605,2022,ME,62287,Prime,46-55,Books,4378,4,778.0,43.0,BNPL,Pre-BF,Male,2,443.46
7606,2024,NC,10944,Prime,36-45,Home,1338,3,202.0,26.0,UPI,Black Friday,Male,30,149.48
7607,2018,IA,15840,Regular,36-45,Electronics,7202,3,969.0,50.0,Credit,Pre-BF,Female,73,484.5
7608,2020,VT,63114,Regular,36-45,Toys,6339,2,957.0,36.0,UPI,Pre-BF,Female,14,612.48
7609,2018,NM,49442,New,18-25,Electronics,3408,5,1688.0,30.0,Credit,Pre-BF,Other,6,1181.6
7610,2020,MA,53489,Regular,36-45,Home,7168,5,1291.0,48.0,Credit,Cyber Monday,Female,27,671.32
7611,2017,AZ,55261,Prime,56+,Fashion,2929,2,21.0,75.0,UPI,Pre-BF,Other,60,5.25
7612,2021,AK,54278,Prime,18-25,Beauty,3500,4,950.0,12.0,UPI,Black Friday,Other,37,836.0
7613,2024,OH,43602,New,26-35,Books,8374,5,1218.0,65.0,PayPal,Pre-BF,Female,97,426.3
7614,2023,SD,30134,New,46-55,Fashion,3295,4,1843.0,15.0,Debit,Black Friday,Other,79,1566.55
7615,2024,KS,79720,Regular,18-25,Electronics,8415,1,779.0,63.0,BNPL,Weekend Sale,Other,74,288.23
7616,2023,VT,82714,Prime,18-25,Books,8218,3,224.0,20.0,Credit,Pre-BF,Male,4,179.2
7617,2020,WY,80704,New,56+,Fashion,8092,5,1735.0,77.0,Credit,Weekend Sale,Male,93,399.05
7618,2023,MA,42654,New,36-45,Fashion,3224,3,683.0,72.0,PayPal,Cyber Monday,Female,2,191.24
7619,2018,ID,80527,Regular,26-35,Toys,7268,2,794.0,79.0,BNPL,Cyber Monday,Male,32,166.74
7620,2024,NV,18146,New,56+,Books,9357,1,818.0,14.0,Debit,Weekend Sale,Other,46,703.48
7621,2019,ID,80826,Regular,56+,Sports,7120,5,727.0,63.0,PayPal,Black Friday,Other,6,268.99
7622,2018,NC,67550,Prime,18-25,Toys,9317,5,468.0,57.0,Debit,Weekend Sale,Female,75,201.24
7623,2020,MD,90380,Regular,26-35,Home,4440,4,349.0,45.0,Credit,Pre-BF,Male,25,191.95
7624,2015,SC,75564,New,56+,Toys,1881,3,1397.0,9.0,BNPL,Black Friday,Other,65,1271.27
7625,2018,WI,67531,Regular,46-55,Toys,6933,1,720.0,7.0,Credit,Pre-BF,Female,18,669.6
7626,2023,MA,93780,Regular,46-55,Toys,8414,4,330.0,76.0,PayPal,Weekend Sale,Male,67,79.2
7627,2016,RI,17934,Prime,56+,Books,5165,1,1665.0,32.0,Debit,Weekend Sale,Male,90,1132.2
7628,2022,SD,58049,Regular,18-25,Toys,7137,1,1800.0,28.0,Debit,Pre-BF,Female,77,1296.0
7629,2019,WI,65280,New,46-55,Sports,1522,2,249.0,42.0,Credit,Cyber Monday,Other,75,144.42
7630,2023,TN,95934,New,18-25,Books,4129,2,24.0,70.0,PayPal,Weekend Sale,Other,5,7.2
7631,2016,OK,63404,Prime,36-45,Home,4545,4,886.0,66.0,BNPL,Pre-BF,Other,5,301.24
7632,2020,MI,12127,Prime,36-45,Toys,7996,4,1199.0,10.0,UPI,Weekend Sale,Male,6,1079.1
7633,2017,MT,85619,Prime,18-25,Toys,3981,4,1387.0,23.0,PayPal,Pre-BF,Other,12,1067.99
7634,2016,CT,72736,New,56+,Electronics,4150,1,1490.0,22.0,BNPL,Weekend Sale,Other,69,1162.2
7635,2021,CT,29091,Regular,36-45,Toys,7328,5,1354.0,66.0,BNPL,Black Friday,Female,1,460.36
7636,2017,DE,19933,New,36-45,Home,2094,2,1298.0,42.0,Debit,Black Friday,Male,9,752.84
7637,2024,MT,25877,New,46-55,Sports,2139,5,179.0,43.0,UPI,Cyber Monday,Male,59,102.03
7638,2014,MS,44581,Prime,56+,Home,5026,3,1544.0,24.0,UPI,Weekend Sale,Other,4,1173.44
7639,2019,MS,22519,Prime,18-25,Fashion,7466,2,1483.0,60.0,UPI,Pre-BF,Male,10,593.2
7640,2023,SC,83352,Regular,36-45,Toys,9206,3,735.0,59.0,Credit,Cyber Monday,Female,53,301.35
7641,2024,WV,18351,Regular,56+,Beauty,7585,3,1890.0,6.0,Debit,Pre-BF,Other,77,1776.6
7642,2024,ID,25648,Regular,36-45,Fashion,2538,4,700.0,20.0,PayPal,Pre-BF,Other,15,560.0
7643,2014,WA,67548,Regular,46-55,Home,6177,1,1925.0,11.0,Credit,Pre-BF,Other,36,1713.25
7644,2018,DE,72823,New,56+,Fashion,7542,5,87.0,64.0,Credit,Weekend Sale,Other,83,31.32
7645,2020,FL,54480,Regular,26-35,Beauty,5795,3,748.0,34.0,UPI,Weekend Sale,Female,63,493.68
7646,2019,AZ,49017,New,46-55,Electronics,8579,4,217.0,39.0,UPI,Black Friday,Female,28,132.37
7647,2015,MA,90977,New,18-25,Beauty,6011,1,924.0,43.0,BNPL,Weekend Sale,Male,54,526.68
7648,2024,NM,49253,Regular,56+,Sports,2816,2,882.0,47.0,BNPL,Black Friday,Other,35,467.46
7649,2017,WV,84713,Regular,36-45,Sports,6635,3,40.0,20.0,Debit,Weekend Sale,Female,8,32.0
7650,2024,WA,96967,New,56+,Fashion,7994,4,203.0,20.0,Debit,Weekend Sale,Female,22,162.4
7651,2015,MS,31924,Prime,18-25,Toys,7203,4,169.0,28.0,PayPal,Weekend Sale,Female,33,121.68
7652,2024,AR,44864,Regular,56+,Electronics,5251,4,109.0,18.0,Credit,Cyber Monday,Female,32,89.38
7653,2014,MD,22493,Prime,36-45,Sports,7612,2,1537.0,20.0,UPI,Black Friday,Female,68,1229.6
7654,2016,KS,15337,New,46-55,Beauty,3976,1,212.0,36.0,UPI,Cyber Monday,Other,91,135.68
7655,2016,GA,73281,Prime,46-55,Toys,9506,5,17.0,56.0,Debit,Black Friday,Male,82,7.48
7656,2020,TX,26035,New,36-45,Beauty,5863,5,1913.0,75.0,BNPL,Cyber Monday,Male,92,478.25
7657,2014,MT,98854,Prime,26-35,Home,7275,3,718.0,6.0,PayPal,Cyber Monday,Male,44,674.92
7658,2022,NH,79318,Prime,26-35,Toys,4753,1,1515.0,77.0,Credit,Weekend Sale,Female,8,348.45
7659,2024,CA,89334,Prime,46-55,Home,3458,3,1577.0,36.0,Debit,Weekend Sale,Other,57,1009.28
7660,2019,HI,29884,New,18-25,Electronics,1135,5,312.0,47.0,BNPL,Cyber Monday,Other,11,165.36
7661,2017,NH,19074,New,56+,Electronics,1813,2,1999.0,22.0,BNPL,Pre-BF,Other,86,1559.22
7662,2016,VT,36907,New,36-45,Electronics,3008,1,17.0,46.0,Credit,Black Friday,Other,49,9.18
7663,2016,IA,97525,Regular,18-25,Books,3073,1,1707.0,67.0,Credit,Black Friday,Female,62,563.31
7664,2015,CO,18624,New,56+,Electronics,7656,3,1805.0,13.0,Debit,Weekend Sale,Other,1,1570.35
7665,2015,WV,83425,Regular,46-55,Home,8136,3,813.0,13.0,Credit,Black Friday,Male,97,707.31
7666,2023,IA,37256,New,36-45,Home,9957,2,1205.0,21.0,UPI,Weekend Sale,Male,21,951.95
7667,2018,TX,20455,Regular,18-25,Sports,4794,1,162.0,9.0,BNPL,Pre-BF,Other,38,147.42
7668,2022,MD,21194,Prime,56+,Fashion,7076,5,1315.0,18.0,BNPL,Weekend Sale,Male,83,1078.3
7669,2015,ND,31622,Prime,46-55,Fashion,3769,5,1834.0,28.0,UPI,Weekend Sale,Other,35,1320.48
7670,2015,AK,60969,New,46-55,Home,4673,4,1426.0,77.0,PayPal,Cyber Monday,Male,41,327.98
7671,2019,UT,83106,Regular,56+,Electronics,9389,5,1336.0,35.0,PayPal,Pre-BF,Male,58,868.4
7672,2023,KS,31487,Prime,26-35,Fashion,5032,4,1233.0,67.0,Credit,Weekend Sale,Female,62,406.89
7673,2015,ME,10617,Prime,26-35,Toys,2346,4,1178.0,30.0,Debit,Black Friday,Other,70,824.6
7674,2017,ND,16285,Regular,56+,Home,2719,3,1048.0,21.0,PayPal,Weekend Sale,Female,79,827.92
7675,2019,WI,43224,New,56+,Toys,9632,5,1715.0,8.0,Debit,Cyber Monday,Other,24,1577.8
7676,2018,IN,76036,Prime,56+,Electronics,9583,4,1343.0,11.0,Debit,Black Friday,Other,33,1195.27
7677,2014,MS,67226,New,46-55,Sports,6003,5,406.0,7.0,PayPal,Pre-BF,Male,89,377.58
7678,2019,NV,38994,New,36-45,Home,3255,5,1785.0,45.0,Debit,Cyber Monday,Female,74,981.75
7679,2014,WV,72439,Regular,46-55,Fashion,6341,5,1539.0,25.0,Credit,Black Friday,Other,13,1154.25
7680,2016,NY,61467,Regular,46-55,Sports,3026,2,1528.0,64.0,UPI,Weekend Sale,Other,64,550.08
7681,2023,OR,33014,Prime,26-35,Books,5339,4,699.0,48.0,UPI,Pre-BF,Male,93,363.48
7682,2018,GA,80509,Regular,56+,Fashion,4730,5,1077.0,42.0,Credit,Pre-BF,Other,41,624.66
7683,2023,WI,80310,Prime,46-55,Toys,2298,3,1292.0,27.0,Credit,Cyber Monday,Other,1,943.16
7684,2018,VT,91055,Prime,46-55,Books,2612,2,1214.0,78.0,BNPL,Black Friday,Female,74,267.08
7685,2023,WV,75254,Prime,56+,Home,1107,4,1345.0,65.0,UPI,Cyber Monday,Female,98,470.75
7686,2019,FL,57117,New,36-45,Sports,2353,1,1087.0,25.0,Credit,Cyber Monday,Other,100,815.25
7687,2023,MS,71594,New,26-35,Electronics,2646,4,1730.0,7.0,PayPal,Black Friday,Female,41,1608.9
7688,2021,OK,96116,Regular,18-25,Beauty,5220,2,661.0,52.0,Debit,Black Friday,Female,37,317.28
7689,2018,NH,98635,Regular,46-55,Beauty,2116,3,358.0,15.0,Credit,Pre-BF,Other,80,304.3
7690,2024,NH,60218,Prime,36-45,Books,9603,2,1417.0,17.0,PayPal,Black Friday,Other,71,1176.11
7691,2014,WV,56390,Prime,18-25,Sports,4020,5,1220.0,13.0,BNPL,Weekend Sale,Male,83,1061.4
7692,2018,MN,47484,New,56+,Electronics,1236,2,330.0,55.0,UPI,Pre-BF,Female,50,148.5
7693,2016,NE,52588,New,18-25,Fashion,3702,1,1385.0,70.0,PayPal,Cyber Monday,Female,27,415.5
7694,2017,NM,23302,Prime,56+,Beauty,9400,1,1838.0,27.0,Debit,Cyber Monday,Male,63,1341.74
7695,2021,TX,65760,Prime,36-45,Electronics,8190,5,1693.0,38.0,PayPal,Weekend Sale,Other,39,1049.66
7696,2020,CT,13234,Regular,18-25,Sports,8594,5,465.0,71.0,BNPL,Black Friday,Female,9,134.85
7697,2024,WI,16494,Prime,26-35,Sports,7051,1,302.0,30.0,Debit,Black Friday,Other,54,211.4
7698,2018,VT,69625,Prime,36-45,Sports,6054,3,168.0,65.0,UPI,Black Friday,Male,4,58.8
7699,2015,AR,24239,Prime,18-25,Toys,4248,2,1512.0,69.0,Debit,Black Friday,Male,9,468.72
7700,2019,IN,80034,New,46-55,Fashion,3813,1,34.0,16.0,PayPal,Cyber Monday,Other,74,28.56
7701,2024,TN,80803,New,18-25,Electronics,3337,5,827.0,9.0,Credit,Pre-BF,Male,70,752.57
7702,2019,TN,65323,Regular,18-25,Sports,6726,5,241.0,64.0,Credit,Weekend Sale,Female,94,86.76
7703,2023,GA,22546,Regular,26-35,Toys,2951,3,1654.0,55.0,Debit,Black Friday,Male,52,744.3
7704,2023,UT,34479,Regular,36-45,Home,4801,4,570.0,56.0,Debit,Cyber Monday,Female,100,250.8
7705,2024,ND,46437,Prime,46-55,Beauty,8888,5,1553.0,59.0,BNPL,Black Friday,Female,37,636.73
7706,2019,MT,63867,Prime,36-45,Books,3453,3,487.0,75.0,PayPal,Pre-BF,Other,73,121.75
7707,2022,MN,19657,New,36-45,Beauty,7562,1,1639.0,75.0,Debit,Cyber Monday,Other,40,409.75
7708,2024,FL,97989,Prime,46-55,Beauty,9438,4,1666.0,51.0,Credit,Black Friday,Female,65,816.34
7709,2021,OR,27259,Prime,46-55,Books,6721,1,868.0,32.0,UPI,Cyber Monday,Female,99,590.24
7710,2021,DE,38645,New,26-35,Electronics,3533,3,428.0,47.0,PayPal,Pre-BF,Male,15,226.84
7711,2014,IN,72674,Regular,56+,Home,8685,1,379.0,61.0,BNPL,Cyber Monday,Female,99,147.81
7712,2018,CT,87629,Prime,26-35,Electronics,9978,2,1525.0,78.0,PayPal,Cyber Monday,Female,90,335.5
7713,2020,CT,84270,New,46-55,Sports,6229,3,1046.0,77.0,Credit,Weekend Sale,Female,51,240.58
7714,2019,FL,79052,New,18-25,Electronics,6726,4,1822.0,39.0,PayPal,Weekend Sale,Female,3,1111.42
7715,2018,AZ,25032,Regular,18-25,Home,7742,5,1106.0,74.0,BNPL,Cyber Monday,Female,48,287.56
7716,2021,IN,96419,New,36-45,Sports,6132,1,161.0,22.0,BNPL,Pre-BF,Male,28,125.58
7717,2016,KY,50001,Regular,36-45,Sports,1341,3,441.0,72.0,UPI,Weekend Sale,Male,63,123.48
7718,2019,WY,36004,Regular,56+,Toys,5802,1,1578.0,74.0,PayPal,Cyber Monday,Male,50,410.28
7719,2018,UT,23170,Regular,56+,Sports,7731,3,266.0,72.0,UPI,Black Friday,Other,79,74.48
7720,2021,MI,92494,Regular,56+,Fashion,2046,3,337.0,53.0,Debit,Weekend Sale,Other,5,158.39
7721,2017,VA,27842,Regular,56+,Beauty,2020,4,263.0,8.0,UPI,Pre-BF,Other,68,241.96
7722,2021,MT,36067,New,18-25,Home,7969,1,780.0,32.0,Debit,Weekend Sale,Other,90,530.4
7723,2023,NV,78708,Prime,46-55,Toys,3242,1,1943.0,68.0,Debit,Weekend Sale,Male,1,621.76
7724,2015,VT,61622,Regular,56+,Sports,9902,3,663.0,11.0,Debit,Weekend Sale,Male,87,590.07
7725,2022,IN,46195,Regular,26-35,Home,2161,2,1722.0,76.0,Credit,Pre-BF,Male,65,413.28
7726,2022,FL,50566,Prime,56+,Books,3557,5,131.0,16.0,BNPL,Cyber Monday,Female,58,110.04
7727,2023,MT,17736,Prime,18-25,Fashion,6342,5,42.0,46.0,Debit,Weekend Sale,Male,71,22.68
7728,2023,AK,58258,Regular,36-45,Home,6547,2,1293.0,42.0,PayPal,Weekend Sale,Other,50,749.94
7729,2019,HI,53475,Prime,26-35,Books,9005,4,559.0,22.0,Credit,Cyber Monday,Male,11,436.02
7730,2017,KY,54511,Regular,56+,Home,9918,2,1186.0,32.0,Debit,Black Friday,Other,51,806.48
7731,2017,ND,14206,New,18-25,Toys,7359,2,1848.0,68.0,Debit,Weekend Sale,Other,23,591.36
7732,2019,ME,29348,Prime,36-45,Books,7466,4,1278.0,42.0,BNPL,Cyber Monday,Other,2,741.24
7733,2018,RI,66057,Prime,56+,Beauty,6836,3,1174.0,63.0,Credit,Black Friday,Female,85,434.38
7734,2019,LA,46081,New,18-25,Beauty,7054,1,640.0,36.0,Credit,Weekend Sale,Female,76,409.6
7735,2020,IL,72208,Prime,18-25,Toys,8840,5,498.0,54.0,UPI,Weekend Sale,Other,48,229.08
7736,2020,CA,34854,New,46-55,Toys,7858,5,894.0,73.0,PayPal,Pre-BF,Other,98,241.38
7737,2022,WY,28032,Regular,18-25,Electronics,7556,5,944.0,75.0,BNPL,Black Friday,Female,49,236.0
7738,2021,MN,64679,Prime,56+,Books,8312,2,1826.0,77.0,UPI,Black Friday,Other,11,419.98
7739,2019,MS,39272,Prime,18-25,Electronics,8341,3,239.0,7.0,UPI,Cyber Monday,Male,71,222.27
7740,2019,NH,45109,New,26-35,Fashion,4341,3,210.0,59.0,PayPal,Weekend Sale,Male,40,86.1
7741,2018,WV,60670,Regular,18-25,Books,5772,2,879.0,23.0,BNPL,Black Friday,Male,97,676.83
7742,2014,WA,60022,Regular,18-25,Electronics,3929,4,564.0,22.0,PayPal,Pre-BF,Male,29,439.92
7743,2022,DE,15538,New,26-35,Electronics,2642,4,1199.0,34.0,BNPL,Weekend Sale,Other,26,791.34
7744,2022,MT,54237,Prime,56+,Home,2874,3,1068.0,56.0,Debit,Weekend Sale,Male,39,469.92
7745,2022,IA,19533,Prime,36-45,Home,1852,2,1022.0,76.0,Credit,Black Friday,Male,98,245.28
7746,2024,AL,69650,New,46-55,Books,4100,5,1638.0,33.0,Debit,Cyber Monday,Male,5,1097.46
7747,2021,NV,81013,New,36-45,Toys,6339,1,960.0,21.0,Debit,Weekend Sale,Female,49,758.4
7748,2023,WI,19363,New,56+,Sports,8216,3,827.0,23.0,Debit,Pre-BF,Male,22,636.79
7749,2016,WA,87800,Prime,56+,Beauty,3040,5,855.0,60.0,PayPal,Weekend Sale,Other,90,342.0
7750,2014,VA,56304,New,26-35,Fashion,6121,3,239.0,18.0,BNPL,Cyber Monday,Other,87,195.98
7751,2024,IN,21819,Regular,36-45,Electronics,9901,1,299.0,20.0,Debit,Weekend Sale,Female,67,239.2
7752,2021,TN,22191,New,18-25,Home,1069,4,930.0,67.0,Credit,Black Friday,Other,66,306.9
7753,2020,ND,16499,Regular,26-35,Beauty,5800,3,435.0,22.0,Debit,Weekend Sale,Other,54,339.3
7754,2018,NM,73001,Regular,26-35,Books,9237,2,1637.0,44.0,UPI,Cyber Monday,Female,91,916.72
7755,2023,CO,27668,New,46-55,Electronics,4134,4,1724.0,17.0,UPI,Weekend Sale,Male,100,1430.92
7756,2020,WI,18762,Regular,26-35,Sports,2654,4,1895.0,77.0,PayPal,Weekend Sale,Female,26,435.85
7757,2023,CA,29248,Prime,36-45,Beauty,7881,5,768.0,68.0,Credit,Black Friday,Other,75,245.76
7758,2017,NM,54944,New,56+,Home,9020,2,1008.0,53.0,PayPal,Pre-BF,Female,20,473.76
7759,2022,OR,86869,Prime,46-55,Toys,1916,3,1710.0,75.0,PayPal,Black Friday,Other,99,427.5
7760,2024,IA,23070,Prime,18-25,Sports,2050,3,1784.0,28.0,PayPal,Pre-BF,Female,79,1284.48
7761,2023,IA,47807,Regular,36-45,Sports,2214,2,1779.0,31.0,Debit,Weekend Sale,Male,3,1227.51
7762,2015,TX,98959,Prime,18-25,Electronics,2814,4,1797.0,47.0,BNPL,Black Friday,Other,98,952.41
7763,2022,CA,58033,Prime,26-35,Electronics,4299,3,75.0,14.0,BNPL,Cyber Monday,Other,9,64.5
7764,2022,NV,35212,New,36-45,Fashion,5963,3,862.0,17.0,Credit,Pre-BF,Female,39,715.46
7765,2018,NC,14626,New,46-55,Electronics,5319,3,1067.0,65.0,Debit,Cyber Monday,Male,48,373.45
7766,2024,HI,59270,Prime,46-55,Home,2081,1,241.0,26.0,BNPL,Black Friday,Male,72,178.34
7767,2014,TX,50767,Regular,18-25,Books,5816,2,1967.0,58.0,UPI,Pre-BF,Male,25,826.14
7768,2020,CO,71505,Regular,56+,Beauty,7797,1,936.0,10.0,PayPal,Pre-BF,Male,26,842.4
7769,2023,MN,12292,New,46-55,Sports,7672,1,675.0,54.0,BNPL,Pre-BF,Female,53,310.5
7770,2023,SC,24859,New,18-25,Beauty,5591,5,1365.0,25.0,PayPal,Weekend Sale,Female,51,1023.75
7771,2017,AK,40585,New,56+,Toys,7895,3,999.0,48.0,Debit,Black Friday,Female,40,519.48
7772,2022,IA,92343,Regular,36-45,Sports,6157,1,1955.0,74.0,BNPL,Black Friday,Female,95,508.3
7773,2019,MN,13819,New,46-55,Sports,9025,2,1992.0,11.0,PayPal,Black Friday,Other,59,1772.88
7774,2016,MI,99623,Prime,46-55,Toys,4169,5,1721.0,39.0,BNPL,Pre-BF,Other,4,1049.81
7775,2019,FL,11280,Regular,18-25,Home,3105,5,1160.0,79.0,BNPL,Pre-BF,Female,50,243.6
7776,2023,WA,73480,Prime,46-55,Beauty,2370,4,134.0,68.0,Credit,Black Friday,Female,65,42.88
7777,2019,SC,88777,New,18-25,Sports,1528,4,1896.0,34.0,Credit,Cyber Monday,Male,90,1251.36
7778,2018,NJ,24147,Regular,46-55,Toys,9823,5,377.0,62.0,Debit,Black Friday,Male,80,143.26
7779,2015,KS,95352,New,18-25,Sports,9726,2,1112.0,62.0,PayPal,Cyber Monday,Male,64,422.56
7780,2023,VA,77165,Regular,46-55,Toys,5577,1,19.0,25.0,Credit,Pre-BF,Female,15,14.25
7781,2023,WA,18634,New,36-45,Fashion,3769,4,1581.0,45.0,Credit,Black Friday,Male,4,869.55
7782,2015,NJ,78550,Regular,36-45,Fashion,9404,1,1201.0,15.0,Debit,Black Friday,Other,31,1020.85
7783,2020,VT,20773,Regular,18-25,Books,3195,2,931.0,74.0,UPI,Cyber Monday,Other,98,242.06
7784,2015,FL,27881,Regular,36-45,Home,2119,1,146.0,51.0,UPI,Pre-BF,Male,45,71.54
7785,2019,AL,71596,Prime,18-25,Home,7403,5,190.0,29.0,BNPL,Pre-BF,Male,34,134.9
7786,2018,PA,18280,New,18-25,Home,5168,4,1754.0,36.0,Debit,Pre-BF,Other,60,1122.56
7787,2017,DE,69593,New,26-35,Home,5426,2,1487.0,31.0,PayPal,Weekend Sale,Male,9,1026.03
7788,2020,LA,35555,Regular,36-45,Beauty,5144,5,1026.0,50.0,Credit,Cyber Monday,Female,22,513.0
7789,2021,NE,51421,Prime,26-35,Electronics,4293,2,95.0,16.0,UPI,Weekend Sale,Other,58,79.8
7790,2017,LA,95472,Regular,26-35,Home,8532,4,729.0,17.0,Credit,Weekend Sale,Other,13,605.07
7791,2014,NY,37332,New,46-55,Fashion,1793,1,223.0,73.0,BNPL,Black Friday,Female,26,60.21
7792,2014,WI,54588,New,18-25,Sports,5600,2,1342.0,16.0,Credit,Black Friday,Other,23,1127.28
7793,2014,NY,17637,Regular,56+,Electronics,3866,4,1200.0,53.0,Debit,Weekend Sale,Male,23,564.0
7794,2024,WV,96416,Regular,26-35,Electronics,1679,5,1350.0,39.0,PayPal,Cyber Monday,Other,48,823.5
7795,2014,VT,56158,Regular,46-55,Beauty,7180,4,61.0,22.0,Credit,Black Friday,Female,38,47.58
7796,2018,OK,63798,New,36-45,Toys,2202,1,205.0,71.0,PayPal,Cyber Monday,Male,90,59.45
7797,2017,OK,62135,Regular,56+,Books,9248,4,1741.0,47.0,Debit,Black Friday,Male,84,922.73
7798,2022,MA,26155,Regular,18-25,Sports,8912,5,722.0,52.0,BNPL,Pre-BF,Female,70,346.56
7799,2016,VA,78596,New,46-55,Sports,9527,5,215.0,30.0,Debit,Weekend Sale,Other,26,150.5
7800,2020,NY,56465,Regular,56+,Electronics,1583,2,691.0,69.0,UPI,Black Friday,Male,10,214.21
7801,2024,NM,58081,Prime,18-25,Beauty,5098,5,1276.0,55.0,BNPL,Pre-BF,Male,89,574.2
7802,2021,OR,66986,New,18-25,Beauty,4262,3,1251.0,13.0,Credit,Cyber Monday,Male,27,1088.37
7803,2019,KS,65956,Regular,56+,Beauty,5302,5,1740.0,36.0,PayPal,Black Friday,Other,9,1113.6
7804,2023,VA,50278,Regular,46-55,Home,6230,1,1385.0,73.0,BNPL,Pre-BF,Male,40,373.95
7805,2014,VA,78486,New,56+,Sports,8673,5,596.0,61.0,BNPL,Black Friday,Female,84,232.44
7806,2021,IN,63692,New,26-35,Toys,3610,2,1212.0,66.0,UPI,Pre-BF,Female,47,412.08
7807,2023,MS,57155,Prime,18-25,Home,4205,5,1420.0,35.0,Credit,Pre-BF,Female,29,923.0
7808,2016,MO,99338,Regular,36-45,Fashion,3001,4,1942.0,74.0,BNPL,Black Friday,Male,81,504.92
7809,2021,VA,16063,Regular,56+,Toys,2304,4,373.0,57.0,UPI,Cyber Monday,Female,88,160.39
7810,2017,OH,89741,Regular,56+,Home,6345,4,1942.0,60.0,PayPal,Black Friday,Other,80,776.8
7811,2021,KY,54690,New,18-25,Toys,6657,3,641.0,48.0,PayPal,Black Friday,Other,24,333.32
7812,2024,VA,36507,New,18-25,Fashion,9121,2,386.0,66.0,Credit,Weekend Sale,Other,95,131.24
7813,2014,TN,17661,New,56+,Home,3639,4,1606.0,64.0,Credit,Weekend Sale,Female,28,578.16
7814,2016,VT,46189,Regular,36-45,Toys,4092,4,289.0,43.0,Credit,Weekend Sale,Female,83,164.73
7815,2019,AR,23057,Regular,18-25,Fashion,6459,4,1693.0,11.0,PayPal,Weekend Sale,Other,50,1506.77
7816,2022,HI,95776,New,18-25,Books,2595,2,1107.0,56.0,Debit,Cyber Monday,Female,33,487.08
7817,2015,WA,45313,Prime,26-35,Sports,5969,4,736.0,78.0,Credit,Weekend Sale,Female,66,161.92
7818,2024,IA,46988,Regular,46-55,Beauty,9945,3,509.0,49.0,Debit,Pre-BF,Female,99,259.59
7819,2014,NJ,22491,Prime,26-35,Toys,9637,4,1523.0,9.0,Debit,Cyber Monday,Other,45,1385.93
7820,2023,MS,70159,New,36-45,Fashion,8698,1,1130.0,36.0,Credit,Weekend Sale,Female,99,723.2
7821,2016,AK,43410,Regular,46-55,Sports,5490,3,1984.0,45.0,Debit,Black Friday,Female,19,1091.2
7822,2017,TX,88868,Prime,56+,Books,4661,1,1068.0,18.0,Debit,Pre-BF,Male,13,875.76
7823,2024,ND,72029,Regular,36-45,Beauty,6475,4,599.0,12.0,Debit,Weekend Sale,Female,81,527.12
7824,2018,MN,95838,Prime,36-45,Books,1642,4,1534.0,45.0,UPI,Cyber Monday,Other,91,843.7
7825,2016,NM,44354,Regular,26-35,Fashion,5309,2,857.0,78.0,BNPL,Black Friday,Other,11,188.54
7826,2023,OR,94329,Prime,46-55,Sports,5223,1,1319.0,14.0,Credit,Cyber Monday,Male,29,1134.34
7827,2024,IL,16504,Prime,36-45,Sports,9703,1,1116.0,12.0,UPI,Weekend Sale,Other,56,982.08
7828,2015,NC,39811,New,46-55,Sports,2642,5,938.0,56.0,Credit,Cyber Monday,Female,5,412.72
7829,2015,CT,59206,New,56+,Books,2068,5,1074.0,56.0,BNPL,Weekend Sale,Male,68,472.56
7830,2020,NY,27225,Prime,46-55,Electronics,5481,5,971.0,41.0,Debit,Black Friday,Other,2,572.89
7831,2022,CT,29290,Regular,26-35,Fashion,4940,5,507.0,40.0,UPI,Pre-BF,Male,35,304.2
7832,2023,TN,85660,Prime,26-35,Home,6302,1,623.0,25.0,Credit,Weekend Sale,Other,7,467.25
7833,2015,PA,12272,Regular,36-45,Home,6906,2,1722.0,48.0,Debit,Pre-BF,Male,26,895.44
7834,2020,UT,16141,Regular,46-55,Home,3564,5,1809.0,51.0,PayPal,Pre-BF,Other,72,886.41
7835,2020,IL,74980,Regular,26-35,Home,2954,1,605.0,70.0,UPI,Pre-BF,Other,57,181.5
7836,2024,MS,67167,Regular,18-25,Books,4090,2,1932.0,23.0,UPI,Pre-BF,Other,49,1487.64
7837,2020,NV,34678,New,26-35,Sports,2514,2,222.0,28.0,PayPal,Cyber Monday,Female,97,159.84
7838,2016,NY,84697,Prime,56+,Sports,8017,5,1281.0,55.0,Debit,Cyber Monday,Male,60,576.45
7839,2020,TX,11071,Regular,18-25,Electronics,2872,1,1610.0,5.0,BNPL,Weekend Sale,Other,11,1529.5
7840,2014,LA,27120,New,46-55,Electronics,9610,3,606.0,22.0,PayPal,Pre-BF,Other,86,472.68
7841,2023,ND,34133,Regular,36-45,Electronics,6492,1,130.0,55.0,PayPal,Cyber Monday,Female,78,58.5
7842,2014,WV,13630,Regular,18-25,Beauty,3684,2,891.0,43.0,Credit,Cyber Monday,Female,84,507.87
7843,2018,ND,75763,New,26-35,Toys,8015,4,465.0,63.0,UPI,Cyber Monday,Female,28,172.05
